"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/03/2023","AQS","391530017","1","5.6","ug/m3 LC","31","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"01/06/2023","AQS","391530017","1","6.3","ug/m3 LC","35","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"01/09/2023","AQS","391530017","1","14.2","ug/m3 LC","61","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"01/12/2023","AQS","391530017","1","10.9","ug/m3 LC","54","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"01/15/2023","AQS","391530017","1","12.5","ug/m3 LC","57","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"01/18/2023","AQS","391530017","1","9.4","ug/m3 LC","52","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"01/21/2023","AQS","391530017","1","3.5","ug/m3 LC","19","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"01/24/2023","AQS","391530017","1","14.7","ug/m3 LC","61","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"01/27/2023","AQS","391530017","1","5.4","ug/m3 LC","30","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"01/30/2023","AQS","391530017","1","4.8","ug/m3 LC","27","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"02/02/2023","AQS","391530017","1","10.3","ug/m3 LC","53","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"02/05/2023","AQS","391530017","1","4.9","ug/m3 LC","27","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"02/08/2023","AQS","391530017","1","18.8","ug/m3 LC","69","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"02/11/2023","AQS","391530017","1","6.6","ug/m3 LC","37","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"02/14/2023","AQS","391530017","1","7.9","ug/m3 LC","44","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"02/17/2023","AQS","391530017","1","2.4","ug/m3 LC","13","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"02/20/2023","AQS","391530017","1","7.8","ug/m3 LC","43","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"02/23/2023","AQS","391530017","1","4.4","ug/m3 LC","24","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"02/26/2023","AQS","391530017","1","11.8","ug/m3 LC","56","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"03/01/2023","AQS","391530017","1","8.2","ug/m3 LC","46","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"03/04/2023","AQS","391530017","1","2.9","ug/m3 LC","16","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"03/07/2023","AQS","391530017","1","2.8","ug/m3 LC","16","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"03/10/2023","AQS","391530017","1","4","ug/m3 LC","22","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"03/13/2023","AQS","391530017","1","7.5","ug/m3 LC","42","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"03/16/2023","AQS","391530017","1","5.7","ug/m3 LC","32","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"03/19/2023","AQS","391530017","1","5","ug/m3 LC","28","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"03/22/2023","AQS","391530017","1","9.6","ug/m3 LC","52","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"03/25/2023","AQS","391530017","1","2.5","ug/m3 LC","14","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"03/28/2023","AQS","391530017","1","7.8","ug/m3 LC","43","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"03/31/2023","AQS","391530017","1","9.1","ug/m3 LC","51","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"04/03/2023","AQS","391530017","1","5.8","ug/m3 LC","32","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"04/06/2023","AQS","391530017","1","3.8","ug/m3 LC","21","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"04/09/2023","AQS","391530017","1","6.7","ug/m3 LC","37","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"04/12/2023","AQS","391530017","1","8.4","ug/m3 LC","47","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"04/15/2023","AQS","391530017","1","8.3","ug/m3 LC","46","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"04/18/2023","AQS","391530017","1","3.2","ug/m3 LC","18","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"04/21/2023","AQS","391530017","1","9.8","ug/m3 LC","52","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"04/24/2023","AQS","391530017","1","5.4","ug/m3 LC","30","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"04/27/2023","AQS","391530017","1","6.7","ug/m3 LC","37","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"04/30/2023","AQS","391530017","1","4.2","ug/m3 LC","23","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"05/03/2023","AQS","391530017","1","1.5","ug/m3 LC","8","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"05/06/2023","AQS","391530017","1","6.4","ug/m3 LC","36","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"05/09/2023","AQS","391530017","1","4.6","ug/m3 LC","26","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"05/12/2023","AQS","391530017","1","15.4","ug/m3 LC","63","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"05/15/2023","AQS","391530017","1","6.5","ug/m3 LC","36","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"05/18/2023","AQS","391530017","1","7.8","ug/m3 LC","43","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"05/21/2023","AQS","391530017","1","7.9","ug/m3 LC","44","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"05/26/2023","AQS","391530017","1","5.1","ug/m3 LC","28","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"05/27/2023","AQS","391530017","1","7","ug/m3 LC","39","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"05/30/2023","AQS","391530017","1","10.7","ug/m3 LC","54","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"06/02/2023","AQS","391530017","1","14.7","ug/m3 LC","61","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"06/05/2023","AQS","391530017","1","17.2","ug/m3 LC","66","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"06/08/2023","AQS","391530017","1","28.4","ug/m3 LC","87","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"06/11/2023","AQS","391530017","1","19.3","ug/m3 LC","70","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"06/14/2023","AQS","391530017","1","7.2","ug/m3 LC","40","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"06/17/2023","AQS","391530017","1","32","ug/m3 LC","94","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"06/20/2023","AQS","391530017","1","17.9","ug/m3 LC","67","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"06/23/2023","AQS","391530017","1","3.9","ug/m3 LC","22","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"06/26/2023","AQS","391530017","1","7.5","ug/m3 LC","42","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"06/29/2023","AQS","391530017","1","81.9","ug/m3 LC","170","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"07/02/2023","AQS","391530017","1","5.8","ug/m3 LC","32","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"07/05/2023","AQS","391530017","1","18.3","ug/m3 LC","68","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"07/08/2023","AQS","391530017","1","8.4","ug/m3 LC","47","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"07/11/2023","AQS","391530017","1","10.1","ug/m3 LC","53","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"07/14/2023","AQS","391530017","1","7.9","ug/m3 LC","44","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"07/17/2023","AQS","391530017","1","49.6","ug/m3 LC","136","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"07/20/2023","AQS","391530017","1","10.7","ug/m3 LC","54","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"07/23/2023","AQS","391530017","1","13.8","ug/m3 LC","60","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"07/26/2023","AQS","391530017","1","18.5","ug/m3 LC","69","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"07/29/2023","AQS","391530017","1","6.8","ug/m3 LC","38","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"08/01/2023","AQS","391530017","1","14.7","ug/m3 LC","61","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"08/04/2023","AQS","391530017","1","24.2","ug/m3 LC","79","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"08/07/2023","AQS","391530017","1","4.3","ug/m3 LC","24","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"08/10/2023","AQS","391530017","1","11.2","ug/m3 LC","55","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"08/13/2023","AQS","391530017","1","6.2","ug/m3 LC","34","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"08/16/2023","AQS","391530017","1","15","ug/m3 LC","62","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"08/19/2023","AQS","391530017","1","16","ug/m3 LC","64","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"08/22/2023","AQS","391530017","1","7.1","ug/m3 LC","39","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"08/25/2023","AQS","391530017","1","6.2","ug/m3 LC","34","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"08/28/2023","AQS","391530017","1","8.5","ug/m3 LC","47","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"08/31/2023","AQS","391530017","1","3.2","ug/m3 LC","18","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"09/03/2023","AQS","391530017","1","10.7","ug/m3 LC","54","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"09/06/2023","AQS","391530017","1","9.5","ug/m3 LC","52","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"09/09/2023","AQS","391530017","1","4.8","ug/m3 LC","27","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"09/12/2023","AQS","391530017","1","8.2","ug/m3 LC","46","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"09/15/2023","AQS","391530017","1","7.6","ug/m3 LC","42","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"09/18/2023","AQS","391530017","1","9","ug/m3 LC","50","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"09/21/2023","AQS","391530017","1","9.8","ug/m3 LC","52","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"09/24/2023","AQS","391530017","1","4.5","ug/m3 LC","25","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"09/27/2023","AQS","391530017","1","3.5","ug/m3 LC","19","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"09/30/2023","AQS","391530017","1","11.2","ug/m3 LC","55","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"10/03/2023","AQS","391530017","1","9.3","ug/m3 LC","51","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"10/06/2023","AQS","391530017","1","4.8","ug/m3 LC","27","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"10/09/2023","AQS","391530017","1","2.8","ug/m3 LC","16","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"10/12/2023","AQS","391530017","1","9.2","ug/m3 LC","51","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"10/15/2023","AQS","391530017","1","1.9","ug/m3 LC","11","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"10/18/2023","AQS","391530017","1","5.6","ug/m3 LC","31","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"10/21/2023","AQS","391530017","1","2","ug/m3 LC","11","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"10/24/2023","AQS","391530017","1","6.3","ug/m3 LC","35","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"10/27/2023","AQS","391530017","1","6.9","ug/m3 LC","38","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"10/30/2023","AQS","391530017","1","2.1","ug/m3 LC","12","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"11/02/2023","AQS","391530017","1","5","ug/m3 LC","28","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"11/05/2023","AQS","391530017","1","24.9","ug/m3 LC","80","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"11/08/2023","AQS","391530017","1","3.7","ug/m3 LC","21","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
"11/11/2023","AQS","391530017","1","7.4","ug/m3 LC","41","East HS","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.063526","-81.468956"
