"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"07/08/2023","AQS","391530023","1","7.2","ug/m3 LC","40","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/11/2023","AQS","391530023","1","9.2","ug/m3 LC","51","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/14/2023","AQS","391530023","1","6.4","ug/m3 LC","36","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/17/2023","AQS","391530023","1","49.4","ug/m3 LC","135","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/20/2023","AQS","391530023","1","10","ug/m3 LC","53","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/23/2023","AQS","391530023","1","13.1","ug/m3 LC","58","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/26/2023","AQS","391530023","1","19.1","ug/m3 LC","70","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"05/11/2023","AQS","391530023","3","11.8","ug/m3 LC","56","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","236","Teledyne T640 at 5.0 LPM","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"05/12/2023","AQS","391530023","3","15.7","ug/m3 LC","63","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","236","Teledyne T640 at 5.0 LPM","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"05/13/2023","AQS","391530023","3","16.2","ug/m3 LC","64","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","236","Teledyne T640 at 5.0 LPM","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"05/14/2023","AQS","391530023","3","8.8","ug/m3 LC","49","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","236","Teledyne T640 at 5.0 LPM","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"05/15/2023","AQS","391530023","3","6.5","ug/m3 LC","36","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","236","Teledyne T640 at 5.0 LPM","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/13/2023","AQS","391530023","3","5.6","ug/m3 LC","31","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/14/2023","AQS","391530023","3","6.1","ug/m3 LC","34","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/15/2023","AQS","391530023","3","8.2","ug/m3 LC","46","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/16/2023","AQS","391530023","3","32.2","ug/m3 LC","94","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/17/2023","AQS","391530023","3","58.6","ug/m3 LC","153","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/18/2023","AQS","391530023","3","22","ug/m3 LC","75","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/19/2023","AQS","391530023","3","5.6","ug/m3 LC","31","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/20/2023","AQS","391530023","3","10","ug/m3 LC","53","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/21/2023","AQS","391530023","3","7.1","ug/m3 LC","39","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/22/2023","AQS","391530023","3","10.5","ug/m3 LC","54","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/23/2023","AQS","391530023","3","11.9","ug/m3 LC","56","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/24/2023","AQS","391530023","3","13","ug/m3 LC","58","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/25/2023","AQS","391530023","3","14.6","ug/m3 LC","61","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"07/26/2023","AQS","391530023","3","19.1","ug/m3 LC","70","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"05/11/2023","AQS","391530023","23","10.4","ug/m3 LC","53","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"05/12/2023","AQS","391530023","23","14.4","ug/m3 LC","61","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"05/13/2023","AQS","391530023","23","14.6","ug/m3 LC","61","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"05/14/2023","AQS","391530023","23","7.5","ug/m3 LC","42","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
"05/15/2023","AQS","391530023","23","5.5","ug/m3 LC","31","Five Points","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","10420","Akron, OH","39","Ohio","153","Summit","41.087862","-81.541532"
